,NAME,NAICS2017_LABEL,OWNER_SEX_LABEL,OWNER_ETH_LABEL,OWNER_RACE_LABEL,OWNER_VET_LABEL,QDESC_LABEL,OWNCHAR_LABEL,OWNPDEMP,OWNPDEMP_PCT,OWNPDEMP_S,OWNPDEMP_PCT_S
118,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,1990 to 1999,12699,15.6,5.2,1.0
119,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2000 to 2007,15577,19.1,6.7,1.2
120,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2008 to 2012,11981,14.7,7.3,0.9
121,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Total reporting,81504,100.0,2.1,0.0
122,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2013 to 2017,18034,22.1,6.6,1.5
123,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,2018,703,0.9,17.9,0.2
124,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Don't know,10774,13.2,5.5,0.7
125,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,YRACQBUS,Item not reported,3069,0.0,14.3,0.0
126,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Business was the owner's primary source of personal income,55667,68.1,2.9,1.2
127,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Business was not the owner's primary source of personal income,26098,31.9,4.2,1.2
128,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Total reporting,81766,100.0,2.2,0.0
129,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,PRIMINC,Item not reported,2807,0.0,16.7,0.0
130,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Less than high school graduate,2278,2.8,18.5,0.5
131,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,High school graduate - diploma or GED,17210,21.1,6.3,1.3
132,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,"Technical, trade, or vocational school",4818,5.9,9.0,0.5
133,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,"Some college, but no degree",12185,15.0,5.2,0.7
134,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Associate degree,5019,6.2,6.7,0.4
135,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Bachelor's degree,24499,30.1,3.3,0.8
136,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Master's degree,6630,8.1,5.9,0.5
137,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Doctorate degree,1786,2.2,11.5,0.3
138,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Professional degree beyond a bachelor's degree,7004,8.6,6.4,0.4
139,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Total reporting,81429,100.0,2.1,0.0
140,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,EDUC,Item not reported,3144,0.0,13.7,0.0
141,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Biological, agricultural and environmental life sciences",2327,5.8,10.2,0.5
142,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Economics, political, psychology, sociology and other social sciences",2106,5.3,18.0,0.9
143,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Chemistry, except biochemistry",778,2.0,25.4,0.5
144,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Computer and mathematical sciences and other technology and technical fields,1800,4.5,4.9,0.2
145,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Earth, atmospheric and ocean sciences",0,0.0,0.0,0.0
146,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Engineering,2643,6.6,10.9,0.8
147,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Health,5829,14.6,7.4,0.9
148,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Physics and astronomy,0,0.0,0.0,0.0
149,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Science and mathematics teacher education,359,0.9,29.4,0.2
150,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Other science and engineering related fields, not listed above",1483,3.7,15.3,0.6
151,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Sales and marketing fields,3319,8.3,8.9,0.8
152,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Art and humanities fields,2422,6.1,11.8,0.8
153,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,"Education, except science and math teacher education",2995,7.5,9.6,0.7
154,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Management and administration fields,8096,20.3,6.6,1.4
155,Missouri,Total for all sectors,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,All owners of respondent firms,FLDEDUC,Social service and related fields,1242,3.1,17.0,0.6
