,index,id,brand,model,website,price,mileage,owners,depreciation,reg_date,coe_left,link
0,0,1,Mercedes-Benz,SLK-Class SLK250 (COE till 03/2032),Carro,170888,55000,3,14990,2012-10-10 00:00:00,9.416666666666666,/cars/mercedes-benz/slk/mercedes-benz-slk-class-slk250--coe-till-03-2032-/DXLKJ1
1,1,2,Audi,Q5 2.0A TFSI Quattro,Carro,97888,118480,1,19790,2016-08-24 00:00:00,3.8333333333333335,/cars/audi/q5/audi-q5-2-0a-tfsi-quattro/DR8WRP
2,2,3,Toyota,Wish 1.8A,Carro,83888,41610,2,14500,2017-11-23 00:00:00,5.083333333333333,/cars/toyota/wish/toyota-wish-1-8a/DO85O7
3,3,4,Audi,S5 Sportback 3.0A TFSI Quattro (COE till 02/2030),Carro,116888,163562,5,15870,2010-09-22 00:00:00,7.333333333333333,/cars/audi/s5/audi-s5-sportback-3-0a-tfsi-quattro--coe-till-02-2030-/EN8PYJ
4,4,5,Mercedes-Benz,GLC-Class GLC300 Mild Hybrid AMG Line 4MATIC,Carro,255888,41962,1,27810,2020-10-15 00:00:00,7.916666666666667,/cars/mercedes-benz/glc300/mercedes-benz-glc-class-glc300-mild-hybrid-amg-line-4matic/EZNPML
5,5,6,Hyundai,Elantra 1.6A GLS (OPC),Carro,67388,19431,1,10300,2018-09-25 00:00:00,5.916666666666667,/cars/hyundai/elantra/hyundai-elantra-1-6a-gls--opc-/GVJP54
6,6,7,Volkswagen,Jetta 1.4A TSI (COE till 09/2031),Carro,88888,89481,2,9930,2011-10-10 00:00:00,8.916666666666666,/cars/volkswagen/jetta/volkswagen-jetta-1-4a-tsi--coe-till-09-2031-/EK84PW
7,7,8,Audi,A3 Sedan 1.0A TFSI S-tronic,Carro,75888,81000,3,15720,2017-01-25 00:00:00,4.25,/cars/audi/a3/audi-a3-sedan-1-0a-tfsi-s-tronic/G96N9V
8,8,9,Jaguar,XE 2.0A,Carro,109888,167350,1,15100,2018-08-28 00:00:00,5.833333333333333,/cars/jaguar/xe/jaguar-xe-2-0a/G66X13
9,9,10,Volvo,XC40 Recharge Plug-in Hybrid T5 R-Design,Carro,205888,8575,1,20660,2021-10-29 00:00:00,9.0,/cars/volvo/xc40/volvo-xc40-recharge-plug-in-hybrid-t5-r-design/G346PR
10,10,11,Volvo,XC60 B5 R-Design,Carro,238888,13796,1,23500,2022-01-14 00:00:00,9.166666666666666,/cars/volvo/xc60/volvo-xc60-b5-r-design/D24P98
11,11,12,Volkswagen,Jetta GP 1.4A TSI,Carro,60888,153902,2,12450,2016-12-27 00:00:00,4.166666666666667,/cars/volkswagen/jetta/volkswagen-jetta-gp-1-4a-tsi/E14VNV
12,12,13,Mercedes-Benz,E-Class E200,Carro,102888,115965,1,21150,2016-02-12 00:00:00,3.25,/cars/mercedes-benz/e200/mercedes-benz-e-class-e200/EZNPLL
13,13,14,BMW,4 Series 428i Gran Coupe Sunroof,Carro,86888,138971,4,23400,2015-06-19 00:00:00,2.5833333333333335,/cars/bmw/428i/bmw-4-series-428i-gran-coupe-sunroof/DO85Q7
14,14,15,Kia,Niro Hybrid 1.6A GDi DCT Sunroof,Carro,138888,18049,1,13970,2022-01-24 00:00:00,9.25,/cars/kia/niro/kia-niro-hybrid-1-6a-gdi-dct-sunroof/GP9J8O
15,15,16,Audi,Q3 1.4A TFSI S-tronic,Carro,165888,22024,1,17880,2021-03-16 00:00:00,8.333333333333334,/cars/audi/q3/audi-q3-1-4a-tfsi-s-tronic/DO8O62
16,16,17,Volkswagen,Scirocco 1.4A TSI (COE till 07/2030),Carro,71888,179265,3,9250,2010-07-28 00:00:00,7.75,/cars/volkswagen/scirocco/volkswagen-scirocco-1-4a-tsi--coe-till-07-2030-/GM8Z2Q
17,17,18,Hyundai,Avante 1.6A GLS,Carro,98888,41096,1,12240,2020-02-19 00:00:00,7.25,/cars/hyundai/ad/hyundai-avante-1-6a-gls/E79ZPY
18,18,19,Mitsubishi,Outlander 2.4A Sunroof,Carro,52888,174318,1,15060,2015-09-09 00:00:00,2.8333333333333335,/cars/mitsubishi/outlander/mitsubishi-outlander-2-4a-sunroof/G668OK
19,19,20,Nissan,Qashqai 1.2A DIG-T,Carro,48888,74258,2,13960,2015-10-27 00:00:00,3.0,/cars/nissan/qashqai/nissan-qashqai-1-2a-dig-t/G668QK
20,20,21,Hyundai,Elantra 1.6A GLS,Carro,69388,34498,1,12350,2017-12-07 00:00:00,5.083333333333333,/cars/hyundai/elantra/hyundai-elantra-1-6a-gls/D245MO
21,21,22,Mazda,2 HB 1.5A Standard,Carro,83888,41536,1,11040,2019-09-18 00:00:00,6.833333333333333,/cars/mazda/mazda-2/mazda-2-hb-1-5a-standard/DXLJY9
22,22,23,Honda,Odyssey 2.4A EXV-S Sunroof,Carro,100888,105733,1,18910,2017-02-16 00:00:00,4.25,/cars/honda/odyssey/honda-odyssey-2-4a-exv-s-sunroof/EWKQXW
23,23,24,Audi,Q3 1.4A TFSI S-tronic,Carro,165888,16210,1,18340,2020-12-30 00:00:00,8.166666666666666,/cars/audi/q3/audi-q3-1-4a-tfsi-s-tronic/DL8YJ6
24,24,25,Toyota,Harrier Turbo 2.0A M,Carro,140888,29082,1,17530,2019-10-31 00:00:00,7.0,/cars/toyota/harrier/toyota-harrier-turbo-2-0a-m/D89XJX
25,25,26,Honda,City 1.5A LX i-VTEC (COE till 08/2030),Carro,73888,212524,4,9390,2010-09-29 00:00:00,7.833333333333333,/cars/honda/city/honda-city-1-5a-lx-i-vtec--coe-till-08-2030-/G6684V
26,26,27,Nissan,Qashqai 1.2A DIG-T,Carro,59888,98528,2,13190,2016-10-26 00:00:00,4.0,/cars/nissan/qashqai/nissan-qashqai-1-2a-dig-t/D55Z40
27,27,28,Volkswagen,Golf GTI 5DR,Carro,54888,188274,2,18680,2014-10-23 00:00:00,2.0,/cars/volkswagen/golf/volkswagen-golf-gti-5dr/GYMKXX
28,28,29,Mazda,3 1.5A Sunroof,Carro,72888,93620,2,11840,2018-05-08 00:00:00,5.5,/cars/mazda/mazda3/mazda-3-1-5a-sunroof/EWKQVY
29,29,30,Toyota,Estima 2.4A (COE till 08/2027),Carro,57888,224879,2,11990,2007-08-17 00:00:00,4.75,/cars/toyota/estima/toyota-estima-2-4a--coe-till-08-2027-/DO8OK4
30,30,31,Honda,Jazz 1.3A,Carro,75588,59532,1,11950,2018-11-19 00:00:00,6.0,/cars/honda/jazz/honda-jazz-1-3a/EN8YJ0
31,31,32,Honda,Fit 1.3A GF,Carro,89888,61926,1,10560,2020-12-16 00:00:00,8.083333333333334,/cars/honda/fit/honda-fit-1-3a-gf/G34V4J
32,32,33,BMW,3 Series 318i Highline Sport,Carro,170888,33733,1,17980,2020-11-30 00:00:00,8.083333333333334,/cars/bmw/318i/bmw-3-series-318i-highline-sport/DR8R83
33,33,34,BMW,3 Series 320i Highline,Carro,177888,18249,1,20410,2020-02-28 00:00:00,7.333333333333333,/cars/bmw/320i/bmw-3-series-320i-highline/G04938
34,34,35,Land,Rover Range Rover Evoque 2.0A 5DR,Carro,118888,50975,2,20310,2016-08-18 00:00:00,3.75,/cars/land-rover/range/land-rover-range-rover-evoque-2-0a-5dr/GYMKPP
35,35,36,Honda,Civic 1.5A VTEC Turbo Sunroof,Carro,110888,89101,1,15810,2018-11-05 00:00:00,6.0,/cars/honda/civic/honda-civic-1-5a-vtec-turbo-sunroof/EWKQN1
36,36,37,Mazda,2 HB 1.5A V (COE till 06/2029),Carro,62888,115548,3,9450,2009-06-15 00:00:00,6.583333333333333,/cars/mazda/mazda2/mazda-2-hb-1-5a-v--coe-till-06-2029-/EQ8915
37,37,38,Honda,Civic 1.6A VTi,Carro,100888,34757,1,13210,2019-09-03 00:00:00,6.833333333333333,/cars/honda/civic/honda-civic-1-6a-vti/DL8Y1Y
38,38,39,Kia,Cerato 1.6A EX,Carro,119888,6644,1,11910,2022-02-25 00:00:00,9.333333333333334,/cars/kia/cerato/kia-cerato-1-6a-ex/DL8YPO
39,39,40,BMW,1 Series 116i Sportline,Carro,141888,17939,2,14340,2021-06-15 00:00:00,8.583333333333334,/cars/bmw/116i/bmw-1-series-116i-sportline/G96ZVM
40,40,41,MINI,Cooper Clubman 1.5A,Carro,118888,98062,2,17710,2018-06-28 00:00:00,5.666666666666667,/cars/mini/cooper/mini-cooper-clubman-1-5a/D89X41
41,41,42,Skoda,Octavia 2.0A TSI RS,Carro,122888,60931,1,16060,2019-07-17 00:00:00,6.666666666666667,/cars/skoda/octavia/skoda-octavia-2-0a-tsi-rs/G6689R
42,42,43,Volvo,XC60 T5 2.0A,Carro,73888,165559,3,17700,2015-10-27 00:00:00,3.0,/cars/volvo/xc60/volvo-xc60-t5-2-0a/E14O2K
43,43,44,Toyota,Wish 1.8A X,Carro,48888,84432,2,16010,2015-06-23 00:00:00,2.6666666666666665,/cars/toyota/wish/toyota-wish-1-8a-x/DR8R65
44,44,45,Honda,Civic 1.8M (COE till 07/2030),Carro,82888,191026,3,10720,2010-07-12 00:00:00,7.666666666666667,/cars/honda/civic/honda-civic-1-8m--coe-till-07-2030-/GP9J6J
45,45,46,Hyundai,Avante 1.6A GLS,Carro,76888,324851,1,11160,2019-01-16 00:00:00,6.166666666666667,/cars/hyundai/ad/hyundai-avante-1-6a-gls/DO8O9J
46,46,47,Mercedes-Benz,C-Class C180 Avantgarde,Carro,188888,22019,1,19300,2021-06-30 00:00:00,8.666666666666666,/cars/mercedes-benz/c180/mercedes-benz-c-class-c180-avantgarde/EN8Y6N
47,47,48,BMW,2 Series 220i Gran Tourer,Carro,114888,134574,2,20970,2017-05-03 00:00:00,4.5,/cars/bmw/220i/bmw-2-series-220i-gran-tourer/DL8Y4O
48,48,49,Land,Rover Range Rover Evoque 2.0A 5DR,Carro,122888,128652,1,21570,2016-01-29 00:00:00,3.25,/cars/land-rover/range-rover/land-rover-range-rover-evoque-2-0a-5dr/EK8K3Q
49,49,50,BMW,5 Series 520i,Carro,85888,139394,2,20220,2015-11-04 00:00:00,3.0,/cars/bmw/520i/bmw-5-series-520i/GJ8J34
50,50,51,Subaru,Outback 2.5i-S Sunroof,Carro,74888,95405,2,15740,2016-09-21 00:00:00,3.9166666666666665,/cars/subaru/outback/subaru-outback-2-5i-s-sunroof/D89XP1
51,51,52,Volvo,V60 Diesel D2,Carro,53888,129098,1,17010,2015-06-29 00:00:00,2.6666666666666665,/cars/volvo/v60/volvo-v60-diesel-d2/E79ZON
52,52,53,Skoda,Octavia 2.0A TSI RS,Carro,124888,47223,1,15890,2019-09-30 00:00:00,6.916666666666667,/cars/skoda/octavia/skoda-octavia-2-0a-tsi-rs/D245Q6
53,53,54,BMW,2 Series 216i Gran Tourer,Carro,97888,83741,2,16550,2017-09-27 00:00:00,4.916666666666667,/cars/bmw/216i/bmw-2-series-216i-gran-tourer/GJ8J04
54,54,55,Mercedes-Benz,GLA-Class GLA200 Urban Edition,Carro,64888,114887,5,22680,2015-03-13 00:00:00,2.3333333333333335,/cars/mercedes-benz/gla200/mercedes-benz-gla-class-gla200-urban-edition/GYMK0Q
55,55,56,Volkswagen,Arteon 2.0A TSI R-Line,Carro,145888,50289,1,21450,2018-04-27 00:00:00,5.5,/cars/volkswagen/arteon/volkswagen-arteon-2-0a-tsi-r-line/DXLJPK
56,56,57,Audi,A6 2.0A TFSI,Carro,105888,137160,1,20670,2016-08-23 00:00:00,3.8333333333333335,/cars/audi/a6/audi-a6-2-0a-tfsi/DO8OZX
57,57,58,Mercedes-Benz,C-Class C180 Avantgarde,Carro,120888,66164,3,19930,2017-10-05 00:00:00,4.916666666666667,/cars/mercedes-benz/c180/mercedes-benz-c-class-c180-avantgarde/GJ8JLY
58,58,59,Nissan,Qashqai 1.2A DIG-T,Carro,87888,75864,1,13630,2018-06-30 00:00:00,5.666666666666667,/cars/nissan/qashqai/nissan-qashqai-1-2a-dig-t/E79ZXM
59,59,60,Mercedes-Benz,C-Class C200 Mild Hybrid AMG Line,Carro,175888,52612,3,20140,2019-12-02 00:00:00,7.083333333333333,/cars/mercedes-benz/c200/mercedes-benz-c-class-c200-mild-hybrid-amg-line/E44Z16
60,60,61,BMW,2 Series 218i Coupe Sunroof,Carro,112888,45340,1,19120,2017-11-29 00:00:00,5.083333333333333,/cars/bmw/218i/bmw-2-series-218i-coupe-sunroof/GYMKOQ
61,61,62,Audi,A4 2.0A TFSI S-tronic,Carro,131888,50395,1,18470,2018-11-21 00:00:00,6.083333333333333,/cars/audi/a4/audi-a4-2-0a-tfsi-s-tronic/EWKQ9Q
62,62,63,Nissan,Qashqai 2.0A Premium,Carro,62888,72734,1,14690,2016-05-31 00:00:00,3.5833333333333335,/cars/nissan/qashqai/nissan-qashqai-2-0a-premium/GVJ075
63,63,64,Volvo,XC60 B5 R-Design,Carro,240888,13567,1,24490,2021-09-30 00:00:00,8.916666666666666,/cars/volvo/xc60/volvo-xc60-b5-r-design/DR8R59
64,64,65,Honda,Jazz 1.3A,Carro,90888,36650,1,11170,2020-08-19 00:00:00,7.75,/cars/honda/jazz/honda-jazz-1-3a/EK8K4W
65,65,66,BMW,5 Series 535i Gran Turismo Sunroof (COE till 07/2030),Carro,115888,131176,4,14880,2011-02-15 00:00:00,7.75,/cars/bmw/535i/bmw-5-series-535i-gran-turismo-sunroof--coe-till-07-2030-/GJ8J96
66,66,67,Nissan,Qashqai 1.2A DIG-T,Carro,47888,127056,3,14140,2015-09-17 00:00:00,2.8333333333333335,/cars/nissan/qashqai/nissan-qashqai-1-2a-dig-t/G96ZNV
67,67,68,Mercedes-Benz,C-Class C180 Avantgarde,Carro,79888,124177,2,21670,2015-08-25 00:00:00,2.8333333333333335,/cars/mercedes-benz/c180/mercedes-benz-c-class-c180-avantgarde/E79Z8O
68,68,69,Honda,Shuttle Hybrid 1.5A,Carro,118888,31974,1,13230,2020-11-24 00:00:00,8.083333333333334,/cars/honda/shuttle/honda-shuttle-hybrid-1-5a/G668X3
69,69,70,BMW,2 Series 218i Gran Coupe M-Sport,Carro,182888,16431,1,17650,2021-12-17 00:00:00,9.083333333333334,/cars/bmw/218i/bmw-2-series-218i-gran-coupe-m-sport/GVJ004
70,70,71,BMW,5 Series 528i,Carro,78888,78757,2,22090,2015-04-28 00:00:00,2.5,/cars/bmw/528i/bmw-5-series-528i/EWKQ62
71,71,72,Volkswagen,Jetta GP 1.4A TSI,Carro,60888,102370,3,12710,2016-11-22 00:00:00,4.083333333333333,/cars/volkswagen/jetta/volkswagen-jetta-gp-1-4a-tsi/GVJ054
72,72,73,BMW,2 Series 218i Gran Coupe M-Sport,Carro,177888,7627,2,17690,2021-08-27 00:00:00,8.833333333333334,/cars/bmw/218i/bmw-2-series-218i-gran-coupe-m-sport/G96Z9V
73,73,74,Nissan,Elgrand 2.5A Highway Star,Carro,58888,140879,2,18840,2014-11-08 00:00:00,2.0,/cars/nissan/elgrand/nissan-elgrand-2-5a-highway-star/G34VPR
74,74,75,Mercedes-Benz,E-Class E300 Cabriolet AMG Premium,Carro,268888,20067,3,28180,2020-08-07 00:00:00,7.75,/cars/mercedes-benz/e300/mercedes-benz-e-class-e300-cabriolet-amg-premium/D24598
75,75,76,Chevrolet,Aveo 1.4A (COE till 03/2029),Carro,54888,97551,1,8590,2009-03-09 00:00:00,6.333333333333333,/cars/chevrolet/aveo/chevrolet-aveo-1-4a--coe-till-03-2029-/GVJ0Q4
76,76,77,Suzuki,SX4 S-Cross 1.6A Sunroof,Carro,53888,107343,2,12700,2016-03-16 00:00:00,3.3333333333333335,/cars/suzuki/sx4/suzuki-sx4-s-cross-1-6a-sunroof/DO8OQ7
77,77,78,Mazda,2 1.5A Standard Plus (OPC),Carro,63888,19718,2,10940,2018-05-30 00:00:00,5.583333333333333,/cars/mazda/mazda2/mazda-2-1-5a-standard-plus--opc-/GM8ZM8
78,78,79,Subaru,BRZ 2.0A,Carro,183888,22973,4,23870,2019-11-29 00:00:00,7.083333333333333,/cars/subaru/brz/subaru-brz-2-0a/DL8YZK
79,79,80,BMW,3 Series 318i,Carro,71388,160462,2,16860,2016-02-26 00:00:00,3.3333333333333335,/cars/bmw/318i/bmw-3-series-318i/DXLR39
80,80,81,BMW,M Series M135i 5DR,Carro,116888,119513,2,26400,2016-06-16 00:00:00,3.5833333333333335,/cars/bmw/m135i/bmw-m-series-m135i-5dr/G969R5
81,81,82,Subaru,Forester 2.0A XT Sunroof,Carro,64888,160302,2,16050,2016-03-31 00:00:00,3.4166666666666665,/cars/subaru/forester/subaru-forester-2-0a-xt-sunroof/EQ8QZ8
82,82,83,BMW,5 Series 528i (COE till 10/2030),Carro,110888,124593,5,13790,2010-12-10 00:00:00,8.0,/cars/bmw/528i/bmw-5-series-528i--coe-till-10-2030-/DO8JX2
83,83,84,Nissan,Note e-POWER Hybrid 1.2A Premium,Carro,115888,10999,1,11960,2022-03-18 00:00:00,9.333333333333334,/cars/nissan/note/nissan-note-e-power-hybrid-1-2a-premium/D89ZV8
84,84,85,Mitsubishi,ASX 2.0A,Carro,67888,97886,1,13070,2017-04-25 00:00:00,4.5,/cars/mitsubishi/asx/mitsubishi-asx-2-0a/GJ8OK5
85,85,86,SEAT,Leon CUPRA 2.0A TSI DSG,Carro,139888,96380,1,23690,2017-11-20 00:00:00,5.0,/cars/seat/leon/seat-leon-cupra-2-0a-tsi-dsg/G969MN
86,86,87,Audi,A4 1.4A TFSI S-tronic Design,Carro,85888,186830,4,17300,2016-02-19 00:00:00,3.25,/cars/audi/a4/audi-a4-1-4a-tfsi-s-tronic-design/D89ZLX
87,87,88,Mercedes-Benz,CLA-Class CLA200,Carro,49888,85137,2,22400,2014-07-14 00:00:00,1.6666666666666665,/cars/mercedes-benz/cla/mercedes-benz-cla-class-cla200/GP95L6
88,88,89,Volvo,V60 Cross Country B5 2.0A,Carro,205888,8677,2,20620,2021-10-07 00:00:00,8.916666666666666,/cars/volvo/v60cc/volvo-v60-cross-country-b5-2-0a/DO8JK4
89,89,90,Mercedes-Benz,C-Class C43 AMG 4MATIC,Carro,203888,75744,4,30860,2017-09-29 00:00:00,4.916666666666667,/cars/mercedes-benz/amg/mercedes-benz-c-class-c43-amg-4matic/EK8PZ9
90,90,91,Volkswagen,Passat CC 2.0A TSI Sunroof (COE till 04/2029),Carro,68888,205545,4,10540,2009-07-31 00:00:00,6.5,/cars/volkswagen/passat/volkswagen-passat-cc-2-0a-tsi-sunroof--coe-till-04-2029-/GJ8OY5
91,91,92,BMW,5 Series 535i Gran Turismo Sunroof (COE till 07/2031),Carro,131888,92258,4,15010,2011-10-20 00:00:00,8.75,/cars/bmw/535i/bmw-5-series-535i-gran-turismo-sunroof--coe-till-07-2031-/D89ZWX
92,92,93,BMW,2 Series 216i Gran Tourer,Carro,120888,92992,3,14610,2019-10-24 00:00:00,7.0,/cars/bmw/216i/bmw-2-series-216i-gran-tourer/G34P4N
93,93,94,Honda,Jazz 1.3A,Carro,77888,63280,1,11330,2019-06-03 00:00:00,6.583333333333333,/cars/honda/jazz/honda-jazz-1-3a/EK8P8P
94,94,95,Mazda,3 HB 2.0A Sport Sunroof,Carro,73888,54479,2,13460,2017-07-04 00:00:00,4.666666666666667,/cars/mazda/mazda3/mazda-3-hb-2-0a-sport-sunroof/G66174
