,OrderDate,ShippingDate,ProductID,Zip,Units,Revenue,Currency,Product,Category
66,2010-01-15 00:00:00,2010-01-17 00:00:00,94,29607,1,866.25,GBP,Abbas UM-21|Moderation,Urban
67,2010-01-15 00:00:00,2010-01-17 00:00:00,94,95351,2,1732.5,USD,Abbas UM-21|Moderation,Urban
68,2010-01-15 00:00:00,2010-01-18 00:00:00,94,33317,1,866.25,USD,Abbas UM-21|Moderation,Urban
69,2010-01-15 00:00:00,2010-01-18 00:00:00,94,85716,1,866.25,GBP,Abbas UM-21|Moderation,Urban
70,2010-01-15 00:00:00,2010-01-20 00:00:00,94,77459,1,866.25,GBP,Abbas UM-21|Moderation,Urban
71,2010-01-15 00:00:00,2010-01-20 00:00:00,94,91306,1,866.25,GBP,Abbas UM-21|Moderation,Urban
72,2010-01-15 00:00:00,2010-01-22 00:00:00,94,84108,1,866.25,USD,Abbas UM-21|Moderation,Urban
73,2010-01-15 00:00:00,2010-01-23 00:00:00,94,77566,1,866.25,GBP,Abbas UM-21|Moderation,Urban
74,2010-01-15 00:00:00,2010-01-23 00:00:00,94,90038,1,839.475,USD,Abbas UM-21|Moderation,Urban
75,2010-02-15 00:00:00,2010-02-17 00:00:00,94,20794,4,3465.0,USD,Abbas UM-21|Moderation,Urban
76,2010-02-15 00:00:00,2010-02-17 00:00:00,94,20879,1,839.475,GBP,Abbas UM-21|Moderation,Urban
77,2010-02-15 00:00:00,2010-02-17 00:00:00,94,95404,2,1732.5,GBP,Abbas UM-21|Moderation,Urban
78,2010-02-15 00:00:00,2010-02-18 00:00:00,94,70809,1,866.25,USD,Abbas UM-21|Moderation,Urban
79,2010-02-15 00:00:00,2010-02-18 00:00:00,94,92115,1,866.25,GBP,Abbas UM-21|Moderation,Urban
80,2010-02-15 00:00:00,2010-02-18 00:00:00,94,94107,1,866.25,GBP,Abbas UM-21|Moderation,Urban
81,2010-02-15 00:00:00,2010-02-19 00:00:00,94,29073,1,866.25,GBP,Abbas UM-21|Moderation,Urban
82,2010-02-15 00:00:00,2010-02-19 00:00:00,94,29687,1,866.25,GBP,Abbas UM-21|Moderation,Urban
83,2010-02-15 00:00:00,2010-02-19 00:00:00,94,92867,2,1732.5,GBP,Abbas UM-21|Moderation,Urban
84,2010-02-15 00:00:00,2010-02-19 00:00:00,94,94552,1,866.25,GBP,Abbas UM-21|Moderation,Urban
85,2010-02-15 00:00:00,2010-02-19 00:00:00,94,94901,1,866.25,GBP,Abbas UM-21|Moderation,Urban
86,2010-02-15 00:00:00,2010-02-19 00:00:00,94,97216,1,866.25,USD,Abbas UM-21|Moderation,Urban
87,2010-02-15 00:00:00,2010-02-20 00:00:00,94,95843,1,866.25,GBP,Abbas UM-21|Moderation,Urban
88,2010-02-15 00:00:00,2010-02-20 00:00:00,94,97530,1,839.475,USD,Abbas UM-21|Moderation,Urban
89,2010-02-15 00:00:00,2010-02-21 00:00:00,94,6897,2,1705.725,GBP,Abbas UM-21|Moderation,Urban
90,2010-02-15 00:00:00,2010-02-21 00:00:00,94,29577,1,866.25,GBP,Abbas UM-21|Moderation,Urban
91,2010-02-15 00:00:00,2010-02-21 00:00:00,94,29607,1,866.25,GBP,Abbas UM-21|Moderation,Urban
92,2010-02-15 00:00:00,2010-02-21 00:00:00,94,32114,3,2598.75,GBP,Abbas UM-21|Moderation,Urban
93,2010-02-15 00:00:00,2010-02-21 00:00:00,94,37922,1,866.25,GBP,Abbas UM-21|Moderation,Urban
94,2010-02-15 00:00:00,2010-02-21 00:00:00,94,38134,1,866.25,GBP,Abbas UM-21|Moderation,Urban
95,2010-02-15 00:00:00,2010-02-21 00:00:00,94,85716,1,866.25,USD,Abbas UM-21|Moderation,Urban
96,2010-02-15 00:00:00,2010-02-21 00:00:00,94,92564,1,866.25,GBP,Abbas UM-21|Moderation,Urban
97,2010-01-15 00:00:00,2010-01-17 00:00:00,120,85283,1,829.5,GBP,Abbas UM-47|Moderation,Urban
98,2010-01-15 00:00:00,2010-01-17 00:00:00,120,94509,1,829.5,USD,Abbas UM-47|Moderation,Urban
99,2010-01-15 00:00:00,2010-01-17 00:00:00,120,95624,1,829.5,GBP,Abbas UM-47|Moderation,Urban
100,2010-01-15 00:00:00,2010-01-17 00:00:00,120,97062,1,829.5,GBP,Abbas UM-47|Moderation,Urban
101,2010-01-15 00:00:00,2010-01-17 00:00:00,120,97330,1,829.5,USD,Abbas UM-47|Moderation,Urban
102,2010-01-15 00:00:00,2010-01-18 00:00:00,120,6784,1,829.5,USD,Abbas UM-47|Moderation,Urban
103,2010-01-15 00:00:00,2010-01-18 00:00:00,120,41267,1,829.5,GBP,Abbas UM-47|Moderation,Urban
104,2010-01-15 00:00:00,2010-01-18 00:00:00,120,92024,1,829.5,GBP,Abbas UM-47|Moderation,Urban
105,2010-01-15 00:00:00,2010-01-19 00:00:00,120,70471,1,829.5,GBP,Abbas UM-47|Moderation,Urban
106,2010-01-15 00:00:00,2010-01-19 00:00:00,120,78746,1,829.5,GBP,Abbas UM-47|Moderation,Urban
107,2010-01-15 00:00:00,2010-01-19 00:00:00,120,88211,1,829.5,GBP,Abbas UM-47|Moderation,Urban
108,2010-01-15 00:00:00,2010-01-20 00:00:00,120,36582,1,829.5,GBP,Abbas UM-47|Moderation,Urban
109,2010-01-15 00:00:00,2010-01-20 00:00:00,120,53527,1,829.5,GBP,Abbas UM-47|Moderation,Urban
110,2010-01-15 00:00:00,2010-01-20 00:00:00,120,73170,1,829.5,USD,Abbas UM-47|Moderation,Urban
111,2010-01-15 00:00:00,2010-01-20 00:00:00,120,78023,1,829.5,USD,Abbas UM-47|Moderation,Urban
112,2010-01-15 00:00:00,2010-01-20 00:00:00,120,95404,1,805.875,GBP,Abbas UM-47|Moderation,Urban
113,2010-01-15 00:00:00,2010-01-21 00:00:00,120,63376,1,829.5,USD,Abbas UM-47|Moderation,Urban
114,2010-01-15 00:00:00,2010-01-22 00:00:00,120,92673,1,829.5,GBP,Abbas UM-47|Moderation,Urban
115,2010-01-15 00:00:00,2010-01-22 00:00:00,120,93614,1,829.5,USD,Abbas UM-47|Moderation,Urban
116,2010-01-15 00:00:00,2010-01-22 00:00:00,120,95864,1,829.5,USD,Abbas UM-47|Moderation,Urban
117,2010-01-15 00:00:00,2010-01-23 00:00:00,120,32824,1,829.5,USD,Abbas UM-47|Moderation,Urban
118,2010-01-15 00:00:00,2010-01-23 00:00:00,120,75703,1,829.5,GBP,Abbas UM-47|Moderation,Urban
119,2010-01-15 00:00:00,2010-01-23 00:00:00,120,76180,1,829.5,USD,Abbas UM-47|Moderation,Urban
120,2010-01-15 00:00:00,2010-01-23 00:00:00,120,78654,1,829.5,USD,Abbas UM-47|Moderation,Urban
121,2010-01-15 00:00:00,2010-01-23 00:00:00,120,89128,1,829.5,USD,Abbas UM-47|Moderation,Urban
122,2010-01-15 00:00:00,2010-01-23 00:00:00,120,95758,1,829.5,GBP,Abbas UM-47|Moderation,Urban
123,2010-01-15 00:00:00,2010-01-23 00:00:00,120,95969,1,829.5,GBP,Abbas UM-47|Moderation,Urban
124,2010-01-15 00:00:00,2010-01-23 00:00:00,120,97035,1,829.5,GBP,Abbas UM-47|Moderation,Urban
125,2010-01-15 00:00:00,2010-01-23 00:00:00,120,97446,1,829.5,GBP,Abbas UM-47|Moderation,Urban
126,2010-02-15 00:00:00,2010-02-17 00:00:00,120,7920,1,829.5,GBP,Abbas UM-47|Moderation,Urban
127,2010-02-15 00:00:00,2010-02-17 00:00:00,120,20817,1,829.5,GBP,Abbas UM-47|Moderation,Urban
128,2010-02-15 00:00:00,2010-02-17 00:00:00,120,21678,1,829.5,GBP,Abbas UM-47|Moderation,Urban
129,2010-02-15 00:00:00,2010-02-17 00:00:00,120,29566,1,829.5,USD,Abbas UM-47|Moderation,Urban
130,2010-02-15 00:00:00,2010-02-17 00:00:00,120,33184,1,829.5,GBP,Abbas UM-47|Moderation,Urban
131,2010-02-15 00:00:00,2010-02-17 00:00:00,120,38583,1,829.5,GBP,Abbas UM-47|Moderation,Urban
132,2010-02-15 00:00:00,2010-02-17 00:00:00,120,76008,1,829.5,GBP,Abbas UM-47|Moderation,Urban
133,2010-02-15 00:00:00,2010-02-17 00:00:00,120,95120,1,829.5,USD,Abbas UM-47|Moderation,Urban
134,2010-02-15 00:00:00,2010-02-18 00:00:00,120,1002,1,829.5,GBP,Abbas UM-47|Moderation,Urban
135,2010-02-15 00:00:00,2010-02-18 00:00:00,120,1749,1,829.5,USD,Abbas UM-47|Moderation,Urban
136,2010-02-15 00:00:00,2010-02-18 00:00:00,120,6460,1,829.5,GBP,Abbas UM-47|Moderation,Urban
137,2010-02-15 00:00:00,2010-02-18 00:00:00,120,21403,1,829.5,USD,Abbas UM-47|Moderation,Urban
138,2010-02-15 00:00:00,2010-02-18 00:00:00,120,32771,1,829.5,GBP,Abbas UM-47|Moderation,Urban
139,2010-02-15 00:00:00,2010-02-18 00:00:00,120,33594,1,829.5,GBP,Abbas UM-47|Moderation,Urban
140,2010-02-15 00:00:00,2010-02-18 00:00:00,120,40223,1,829.5,USD,Abbas UM-47|Moderation,Urban
141,2010-02-15 00:00:00,2010-02-18 00:00:00,120,51104,1,829.5,GBP,Abbas UM-47|Moderation,Urban
142,2010-02-15 00:00:00,2010-02-18 00:00:00,120,75248,1,829.5,GBP,Abbas UM-47|Moderation,Urban
143,2010-02-15 00:00:00,2010-02-18 00:00:00,120,78233,1,829.5,USD,Abbas UM-47|Moderation,Urban
144,2010-02-15 00:00:00,2010-02-18 00:00:00,120,85202,1,829.5,GBP,Abbas UM-47|Moderation,Urban
145,2010-02-15 00:00:00,2010-02-18 00:00:00,120,85741,1,829.5,USD,Abbas UM-47|Moderation,Urban
146,2010-02-15 00:00:00,2010-02-18 00:00:00,120,97023,1,829.5,USD,Abbas UM-47|Moderation,Urban
147,2010-02-15 00:00:00,2010-02-19 00:00:00,120,1527,1,805.875,GBP,Abbas UM-47|Moderation,Urban
148,2010-02-15 00:00:00,2010-02-19 00:00:00,120,33809,1,829.5,USD,Abbas UM-47|Moderation,Urban
149,2010-02-15 00:00:00,2010-02-19 00:00:00,120,34769,1,829.5,GBP,Abbas UM-47|Moderation,Urban
150,2010-02-15 00:00:00,2010-02-19 00:00:00,120,55124,1,829.5,USD,Abbas UM-47|Moderation,Urban
151,2010-02-15 00:00:00,2010-02-19 00:00:00,120,89128,1,829.5,GBP,Abbas UM-47|Moderation,Urban
152,2010-02-15 00:00:00,2010-02-19 00:00:00,120,92592,1,829.5,GBP,Abbas UM-47|Moderation,Urban
153,2010-02-15 00:00:00,2010-02-20 00:00:00,120,21029,1,829.5,USD,Abbas UM-47|Moderation,Urban
154,2010-02-15 00:00:00,2010-02-20 00:00:00,120,29221,1,829.5,GBP,Abbas UM-47|Moderation,Urban
155,2010-02-15 00:00:00,2010-02-20 00:00:00,120,53186,1,829.5,GBP,Abbas UM-47|Moderation,Urban
156,2010-02-15 00:00:00,2010-02-20 00:00:00,120,77379,1,829.5,GBP,Abbas UM-47|Moderation,Urban
157,2010-02-15 00:00:00,2010-02-20 00:00:00,120,90808,1,829.5,USD,Abbas UM-47|Moderation,Urban
158,2010-02-15 00:00:00,2010-02-20 00:00:00,120,93711,1,829.5,USD,Abbas UM-47|Moderation,Urban
159,2010-02-15 00:00:00,2010-02-20 00:00:00,120,93906,1,829.5,GBP,Abbas UM-47|Moderation,Urban
160,2010-02-15 00:00:00,2010-02-20 00:00:00,120,95054,1,829.5,USD,Abbas UM-47|Moderation,Urban
161,2010-02-15 00:00:00,2010-02-20 00:00:00,120,95330,1,829.5,GBP,Abbas UM-47|Moderation,Urban
162,2010-02-15 00:00:00,2010-02-20 00:00:00,120,97217,1,829.5,USD,Abbas UM-47|Moderation,Urban
163,2010-02-15 00:00:00,2010-02-21 00:00:00,120,21029,1,829.5,GBP,Abbas UM-47|Moderation,Urban
164,2010-02-15 00:00:00,2010-02-21 00:00:00,120,21029,1,829.5,USD,Abbas UM-47|Moderation,Urban
165,2010-02-15 00:00:00,2010-02-21 00:00:00,120,37803,1,829.5,GBP,Abbas UM-47|Moderation,Urban
166,2010-02-15 00:00:00,2010-02-21 00:00:00,120,37918,1,829.5,USD,Abbas UM-47|Moderation,Urban
167,2010-02-15 00:00:00,2010-02-21 00:00:00,120,46278,1,829.5,USD,Abbas UM-47|Moderation,Urban
168,2010-02-15 00:00:00,2010-02-21 00:00:00,120,84790,1,829.5,USD,Abbas UM-47|Moderation,Urban
169,2010-02-15 00:00:00,2010-02-21 00:00:00,120,95828,1,829.5,GBP,Abbas UM-47|Moderation,Urban
170,2010-01-15 00:00:00,2010-01-17 00:00:00,157,85308,1,619.5,GBP,Abbas UR-28|Regular,Urban
171,2010-01-15 00:00:00,2010-01-19 00:00:00,157,93010,1,619.5,GBP,Abbas UR-28|Regular,Urban
172,2010-01-15 00:00:00,2010-01-19 00:00:00,157,93950,1,619.5,GBP,Abbas UR-28|Regular,Urban
173,2010-02-15 00:00:00,2010-02-17 00:00:00,157,94706,1,619.5,USD,Abbas UR-28|Regular,Urban
174,2010-02-15 00:00:00,2010-02-19 00:00:00,157,6524,1,619.5,GBP,Abbas UR-28|Regular,Urban
175,2010-02-15 00:00:00,2010-02-21 00:00:00,157,95662,1,619.5,USD,Abbas UR-28|Regular,Urban
176,2010-01-15 00:00:00,2010-01-17 00:00:00,158,20817,1,656.25,GBP,Abbas UR-29|Regular,Urban
177,2010-01-15 00:00:00,2010-01-20 00:00:00,158,90265,1,656.25,USD,Abbas UR-29|Regular,Urban
178,2010-02-15 00:00:00,2010-02-19 00:00:00,158,36013,1,656.25,GBP,Abbas UR-29|Regular,Urban
179,2010-02-15 00:00:00,2010-02-19 00:00:00,158,64055,1,656.25,GBP,Abbas UR-29|Regular,Urban
180,2010-02-15 00:00:00,2010-02-19 00:00:00,158,65201,1,656.25,GBP,Abbas UR-29|Regular,Urban
181,2010-02-15 00:00:00,2010-02-19 00:00:00,158,85234,1,656.25,USD,Abbas UR-29|Regular,Urban
182,2010-01-15 00:00:00,2010-01-17 00:00:00,168,34242,1,629.475,GBP,Abbas UR-39|Regular,Urban
183,2010-01-15 00:00:00,2010-01-23 00:00:00,168,78209,1,629.475,USD,Abbas UR-39|Regular,Urban
184,2010-01-15 00:00:00,2010-01-17 00:00:00,187,97321,1,819.0,USD,Abbas UE-15|Extreme,Urban
185,2010-01-15 00:00:00,2010-01-18 00:00:00,187,91780,1,819.0,GBP,Abbas UE-15|Extreme,Urban
186,2010-01-15 00:00:00,2010-01-18 00:00:00,187,94601,1,819.0,GBP,Abbas UE-15|Extreme,Urban
187,2010-01-15 00:00:00,2010-01-19 00:00:00,187,2331,1,819.0,USD,Abbas UE-15|Extreme,Urban
188,2010-01-15 00:00:00,2010-01-20 00:00:00,187,1568,1,819.0,GBP,Abbas UE-15|Extreme,Urban
189,2010-01-15 00:00:00,2010-01-20 00:00:00,187,65613,1,819.0,GBP,Abbas UE-15|Extreme,Urban
190,2010-01-15 00:00:00,2010-01-20 00:00:00,187,78733,1,819.0,USD,Abbas UE-15|Extreme,Urban
191,2010-01-15 00:00:00,2010-01-20 00:00:00,187,93950,1,819.0,USD,Abbas UE-15|Extreme,Urban
192,2010-01-15 00:00:00,2010-01-20 00:00:00,187,94506,1,819.0,GBP,Abbas UE-15|Extreme,Urban
193,2010-01-15 00:00:00,2010-01-21 00:00:00,187,92651,1,819.0,GBP,Abbas UE-15|Extreme,Urban
194,2010-01-15 00:00:00,2010-01-22 00:00:00,187,32174,1,819.0,GBP,Abbas UE-15|Extreme,Urban
195,2010-02-15 00:00:00,2010-02-17 00:00:00,187,94114,1,819.0,GBP,Abbas UE-15|Extreme,Urban
196,2010-02-15 00:00:00,2010-02-18 00:00:00,187,87110,1,819.0,USD,Abbas UE-15|Extreme,Urban
197,2010-02-15 00:00:00,2010-02-18 00:00:00,187,93654,1,819.0,GBP,Abbas UE-15|Extreme,Urban
198,2010-02-15 00:00:00,2010-02-18 00:00:00,187,94952,1,819.0,GBP,Abbas UE-15|Extreme,Urban
199,2010-02-15 00:00:00,2010-02-19 00:00:00,187,90292,1,819.0,GBP,Abbas UE-15|Extreme,Urban
200,2010-02-15 00:00:00,2010-02-20 00:00:00,187,34242,1,819.0,USD,Abbas UE-15|Extreme,Urban
201,2010-02-15 00:00:00,2010-02-20 00:00:00,187,85207,1,819.0,USD,Abbas UE-15|Extreme,Urban
202,2010-02-15 00:00:00,2010-02-20 00:00:00,187,92663,1,819.0,GBP,Abbas UE-15|Extreme,Urban
203,2010-02-15 00:00:00,2010-02-20 00:00:00,187,95120,1,819.0,GBP,Abbas UE-15|Extreme,Urban
204,2010-02-15 00:00:00,2010-02-20 00:00:00,187,99801,1,819.0,USD,Abbas UE-15|Extreme,Urban
205,2010-02-15 00:00:00,2010-02-21 00:00:00,187,20886,1,819.0,GBP,Abbas UE-15|Extreme,Urban
206,2010-02-15 00:00:00,2010-02-21 00:00:00,187,53089,1,819.0,GBP,Abbas UE-15|Extreme,Urban
207,2010-02-15 00:00:00,2010-02-21 00:00:00,187,78751,1,819.0,GBP,Abbas UE-15|Extreme,Urban
208,2010-02-15 00:00:00,2010-02-21 00:00:00,187,88201,1,819.0,GBP,Abbas UE-15|Extreme,Urban
209,2010-02-15 00:00:00,2010-02-21 00:00:00,187,91977,1,819.0,GBP,Abbas UE-15|Extreme,Urban
210,2010-01-15 00:00:00,2010-01-17 00:00:00,195,29615,1,750.225,USD,Abbas UC-07|Convenience,Urban
211,2010-01-15 00:00:00,2010-01-17 00:00:00,195,29681,1,750.225,GBP,Abbas UC-07|Convenience,Urban
212,2010-01-15 00:00:00,2010-01-18 00:00:00,195,95066,1,750.225,USD,Abbas UC-07|Convenience,Urban
213,2010-01-15 00:00:00,2010-01-19 00:00:00,195,75032,1,750.225,USD,Abbas UC-07|Convenience,Urban
214,2010-01-15 00:00:00,2010-01-19 00:00:00,195,76571,1,750.225,USD,Abbas UC-07|Convenience,Urban
215,2010-01-15 00:00:00,2010-01-19 00:00:00,195,92126,1,750.225,GBP,Abbas UC-07|Convenience,Urban
216,2010-01-15 00:00:00,2010-01-19 00:00:00,195,95032,1,750.225,GBP,Abbas UC-07|Convenience,Urban
217,2010-01-15 00:00:00,2010-01-20 00:00:00,195,75075,1,750.225,USD,Abbas UC-07|Convenience,Urban
218,2010-01-15 00:00:00,2010-01-21 00:00:00,195,7901,1,750.225,GBP,Abbas UC-07|Convenience,Urban
219,2010-01-15 00:00:00,2010-01-21 00:00:00,195,40047,1,750.225,USD,Abbas UC-07|Convenience,Urban
220,2010-01-15 00:00:00,2010-01-21 00:00:00,195,46032,1,750.225,USD,Abbas UC-07|Convenience,Urban
221,2010-01-15 00:00:00,2010-01-21 00:00:00,195,46260,1,750.225,GBP,Abbas UC-07|Convenience,Urban
222,2010-01-15 00:00:00,2010-01-21 00:00:00,195,77024,1,750.225,USD,Abbas UC-07|Convenience,Urban
223,2010-01-15 00:00:00,2010-01-21 00:00:00,195,95610,1,750.225,GBP,Abbas UC-07|Convenience,Urban
224,2010-01-15 00:00:00,2010-01-21 00:00:00,195,97701,1,750.225,GBP,Abbas UC-07|Convenience,Urban
225,2010-01-15 00:00:00,2010-01-22 00:00:00,195,89014,1,750.225,GBP,Abbas UC-07|Convenience,Urban
226,2010-01-15 00:00:00,2010-01-22 00:00:00,195,95726,1,750.225,GBP,Abbas UC-07|Convenience,Urban
227,2010-01-15 00:00:00,2010-01-23 00:00:00,195,78230,1,750.225,GBP,Abbas UC-07|Convenience,Urban
228,2010-01-15 00:00:00,2010-01-23 00:00:00,195,90807,1,750.225,GBP,Abbas UC-07|Convenience,Urban
229,2010-02-15 00:00:00,2010-02-17 00:00:00,195,46240,1,750.225,GBP,Abbas UC-07|Convenience,Urban
